state,activity_code,activity_label,status,count
TAMIL NADU,7(da),Bio-Medical Waste Treatment Facilities,granted,4
TAMIL NADU,7(da),Bio-Medical Waste Treatment Facilities,in_process,2
TAMIL NADU,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,7
TAMIL NADU,7(e),"Ports, harbors, breakwaters, dredging",dead,8
TAMIL NADU,7(e),"Ports, harbors, breakwaters, dredging",delisted,2
TAMIL NADU,7(e),"Ports, harbors, breakwaters, dredging",granted,13
TAMIL NADU,7(e),"Ports, harbors, breakwaters, dredging",in_process,3
TAMIL NADU,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,9
TAMIL NADU,7(f),Road,granted,2
TAMIL NADU,8(a),Building / Construction,dead,39
TAMIL NADU,8(a),Building / Construction,delisted,76
TAMIL NADU,8(a),Building / Construction,granted,480
TAMIL NADU,8(a),Building / Construction,in_process,138
TAMIL NADU,8(a),Building / Construction,tor_granted,2
TAMIL NADU,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,14
TAMIL NADU,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,17
TAMIL NADU,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,105
TAMIL NADU,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,36
TAMIL NADU,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,105
TAMIL NADU,Mining,,granted,9
TAMIL NADU,Mining,,tor_granted,2
TAMIL NADU,Road,,tor_granted,1
TAMIL NADU,Synthetic,,granted,1
TAMIL NADU,UNCLASSIFIED,,dead,2
TAMIL NADU,UNCLASSIFIED,,delisted,3
TAMIL NADU,UNCLASSIFIED,,granted,266
TAMIL NADU,UNCLASSIFIED,,in_process,30
TAMIL NADU,UNCLASSIFIED,,tor_granted,93
TELANGANA,1,,granted,3
TELANGANA,1,,tor_granted,1
TELANGANA,1(a),Mining of minerals,dead,66
TELANGANA,1(a),Mining of minerals,delisted,195
TELANGANA,1(a),Mining of minerals,granted,970
TELANGANA,1(a),Mining of minerals,in_process,129
TELANGANA,1(a),Mining of minerals,tor_granted,104
TELANGANA,1(c),River Valley/Irrigation projects,delisted,3
TELANGANA,1(c),River Valley/Irrigation projects,granted,1
TELANGANA,1(c),River Valley/Irrigation projects,tor_granted,2
TELANGANA,1(d),Thermal Power Plants,dead,1
TELANGANA,1(d),Thermal Power Plants,delisted,2
TELANGANA,1(d),Thermal Power Plants,granted,2
TELANGANA,1(d),Thermal Power Plants,tor_granted,1
TELANGANA,3(a),Metallurgical Industries (ferrous and non ferrous),dead,7
TELANGANA,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,5
TELANGANA,3(a),Metallurgical Industries (ferrous and non ferrous),granted,22
TELANGANA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,2
TELANGANA,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,20
TELANGANA,3(b),Cement plants,dead,3
TELANGANA,3(b),Cement plants,delisted,1
TELANGANA,3(b),Cement plants,granted,4
TELANGANA,3(b),Cement plants,in_process,1
TELANGANA,3(b),Cement plants,tor_granted,2
TELANGANA,39,,granted,1
TELANGANA,40,,granted,2
TELANGANA,40,,tor_granted,1
TELANGANA,5(d),Manmade fibers manufacturing,dead,2
TELANGANA,5(d),Manmade fibers manufacturing,granted,1
TELANGANA,5(d),Manmade fibers manufacturing,in_process,1
TELANGANA,5(f),Synthetic organic chemicals industry,dead,17
TELANGANA,5(f),Synthetic organic chemicals industry,delisted,13
TELANGANA,5(f),Synthetic organic chemicals industry,granted,62
TELANGANA,5(f),Synthetic organic chemicals industry,in_process,11
TELANGANA,5(f),Synthetic organic chemicals industry,tor_granted,25
TELANGANA,5(g),Distilleries,delisted,4
TELANGANA,5(g),Distilleries,granted,8
TELANGANA,5(g),Distilleries,in_process,2
TELANGANA,5(g),Distilleries,tor_granted,4
TELANGANA,5(ga),Grain based distilleries,granted,1
TELANGANA,5(i),Pulp & Paper Industry,granted,1
TELANGANA,7(a),Airports,granted,1
TELANGANA,7(c,,dead,1
TELANGANA,7(c,,delisted,1
TELANGANA,7(c,,granted,1
TELANGANA,7(c,,tor_granted,3
TELANGANA,7(da),Bio-Medical Waste Treatment Facilities,delisted,2
TELANGANA,7(da),Bio-Medical Waste Treatment Facilities,granted,1
TELANGANA,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,8
TELANGANA,7(f),Road,dead,1
TELANGANA,7(f),Road,delisted,1
TELANGANA,7(f),Road,granted,3
TELANGANA,7(f),Road,tor_granted,3
TELANGANA,8(a),Building / Construction,dead,53
TELANGANA,8(a),Building / Construction,delisted,97
TELANGANA,8(a),Building / Construction,granted,616
TELANGANA,8(a),Building / Construction,in_process,97
TELANGANA,8(a),Building / Construction,tor_granted,6
TELANGANA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,15
TELANGANA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,45
TELANGANA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,220
TELANGANA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,30
TELANGANA,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,278
TELANGANA,Building,,granted,2
TELANGANA,Mining,,granted,1
TELANGANA,Townships/,,granted,2
TELANGANA,UNCLASSIFIED,,delisted,1
TELANGANA,UNCLASSIFIED,,granted,190
TELANGANA,UNCLASSIFIED,,in_process,103
TELANGANA,UNCLASSIFIED,,tor_granted,87
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1(a),Mining of minerals,delisted,6
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,1(a),Mining of minerals,in_process,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,3(a),Metallurgical Industries (ferrous and non ferrous),dead,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,3(a),Metallurgical Industries (ferrous and non ferrous),granted,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,5(d),Manmade fibers manufacturing,delisted,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,5(d),Manmade fibers manufacturing,granted,3
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,5(d),Manmade fibers manufacturing,in_process,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,5(f),Synthetic organic chemicals industry,tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,6(a),Pipelines,delisted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,6(a),Pipelines,tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,8(a),Building / Construction,dead,8
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,8(a),Building / Construction,delisted,3
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,8(a),Building / Construction,granted,27
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,8(a),Building / Construction,in_process,7
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,UNCLASSIFIED,,tor_granted,1
TRIPURA,1(a),Mining of minerals,dead,6
TRIPURA,1(a),Mining of minerals,in_process,94
TRIPURA,1(b),"Off-shore and onshore oil and gas exploration,  development ",dead,6
TRIPURA,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,4
TRIPURA,1(b),"Off-shore and onshore oil and gas exploration,  development ",in_process,20
TRIPURA,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,2
TRIPURA,1(d),Thermal Power Plants,granted,1
TRIPURA,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,4
TRIPURA,8(a),Building / Construction,in_process,4
TRIPURA,UNCLASSIFIED,,granted,19
TRIPURA,UNCLASSIFIED,,tor_granted,1
UTTAR PRADESH,1,,granted,3
UTTAR PRADESH,1,,tor_granted,2
UTTAR PRADESH,1(a),Mining of minerals,dead,40
UTTAR PRADESH,1(a),Mining of minerals,delisted,222
UTTAR PRADESH,1(a),Mining of minerals,granted,1428
UTTAR PRADESH,1(a),Mining of minerals,in_process,369
UTTAR PRADESH,1(a),Mining of minerals,tor_granted,808
UTTAR PRADESH,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,1
UTTAR PRADESH,1(c),River Valley/Irrigation projects,dead,6
UTTAR PRADESH,1(c),River Valley/Irrigation projects,delisted,5
UTTAR PRADESH,1(c),River Valley/Irrigation projects,in_process,6
UTTAR PRADESH,1(c),River Valley/Irrigation projects,tor_granted,20
UTTAR PRADESH,1(d),Thermal Power Plants,dead,5
UTTAR PRADESH,1(d),Thermal Power Plants,delisted,9
UTTAR PRADESH,1(d),Thermal Power Plants,granted,6
UTTAR PRADESH,1(d),Thermal Power Plants,in_process,3
UTTAR PRADESH,1(d),Thermal Power Plants,tor_granted,3
UTTAR PRADESH,10,,tor_granted,2
UTTAR PRADESH,28,,tor_granted,1
UTTAR PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),dead,1
UTTAR PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,7
UTTAR PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),granted,21
UTTAR PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,5
UTTAR PRADESH,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,11
UTTAR PRADESH,3(b),Cement plants,delisted,4
UTTAR PRADESH,3(b),Cement plants,granted,14
UTTAR PRADESH,3(b),Cement plants,in_process,4
UTTAR PRADESH,3(b),Cement plants,tor_granted,11
UTTAR PRADESH,39,,granted,4
UTTAR PRADESH,4(d),Chlor-alkali industry,granted,1
UTTAR PRADESH,4(d),Chlor-alkali industry,tor_granted,1
UTTAR PRADESH,4(e),Soda ash Industry,tor_granted,1
UTTAR PRADESH,4(f),Skin/hide processing including the tanning industry,delisted,2
UTTAR PRADESH,5(a),Chemical fertilizers,dead,1
UTTAR PRADESH,5(a),Chemical fertilizers,granted,4
UTTAR PRADESH,5(a),Chemical fertilizers,in_process,1
UTTAR PRADESH,5(a),Chemical fertilizers,tor_granted,3
UTTAR PRADESH,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,1
UTTAR PRADESH,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,1
UTTAR PRADESH,5(d),Manmade fibers manufacturing,delisted,1
UTTAR PRADESH,5(f),Synthetic organic chemicals industry,dead,5
UTTAR PRADESH,5(f),Synthetic organic chemicals industry,delisted,2
UTTAR PRADESH,5(f),Synthetic organic chemicals industry,granted,13
UTTAR PRADESH,5(f),Synthetic organic chemicals industry,in_process,1
UTTAR PRADESH,5(f),Synthetic organic chemicals industry,tor_granted,14
UTTAR PRADESH,5(g),Distilleries,dead,3
UTTAR PRADESH,5(g),Distilleries,delisted,10
UTTAR PRADESH,5(g),Distilleries,granted,43
UTTAR PRADESH,5(g),Distilleries,in_process,10
UTTAR PRADESH,5(g),Distilleries,tor_granted,28
UTTAR PRADESH,5(ga),Grain based distilleries,dead,1
UTTAR PRADESH,5(ga),Grain based distilleries,delisted,1
UTTAR PRADESH,5(ga),Grain based distilleries,in_process,3
UTTAR PRADESH,5(ga),Grain based distilleries,tor_granted,2
UTTAR PRADESH,5(h),Integrated paint industry,dead,1
UTTAR PRADESH,5(h),Integrated paint industry,granted,1
UTTAR PRADESH,5(i),Pulp & Paper Industry,dead,1
UTTAR PRADESH,5(i),Pulp & Paper Industry,delisted,1
UTTAR PRADESH,5(i),Pulp & Paper Industry,granted,2
UTTAR PRADESH,5(i),Pulp & Paper Industry,in_process,1
UTTAR PRADESH,5(i),Pulp & Paper Industry,tor_granted,2
UTTAR PRADESH,5(j),Sugar Industry,delisted,1
UTTAR PRADESH,5(j),Sugar Industry,granted,21
UTTAR PRADESH,5(j),Sugar Industry,in_process,3
UTTAR PRADESH,5(j),Sugar Industry,tor_granted,19
UTTAR PRADESH,6(a),Pipelines,dead,1
UTTAR PRADESH,6(a),Pipelines,tor_granted,1
UTTAR PRADESH,7(a),Airports,dead,2
UTTAR PRADESH,7(a),Airports,delisted,1
UTTAR PRADESH,7(a),Airports,granted,5
UTTAR PRADESH,7(a),Airports,tor_granted,5
UTTAR PRADESH,7(c,,dead,2
UTTAR PRADESH,7(c,,delisted,1
UTTAR PRADESH,7(c,,granted,7
UTTAR PRADESH,7(c,,in_process,4
UTTAR PRADESH,7(c,,tor_granted,16
UTTAR PRADESH,7(d,,dead,3
UTTAR PRADESH,7(d,,delisted,2
UTTAR PRADESH,7(d,,granted,3
UTTAR PRADESH,7(d,,in_process,1
UTTAR PRADESH,7(d,,tor_granted,2
UTTAR PRADESH,7(da),Bio-Medical Waste Treatment Facilities,dead,1
UTTAR PRADESH,7(da),Bio-Medical Waste Treatment Facilities,delisted,8
UTTAR PRADESH,7(da),Bio-Medical Waste Treatment Facilities,granted,7
UTTAR PRADESH,7(da),Bio-Medical Waste Treatment Facilities,in_process,5
UTTAR PRADESH,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,4
UTTAR PRADESH,7(f),Road,dead,4
UTTAR PRADESH,7(f),Road,delisted,3
UTTAR PRADESH,7(f),Road,granted,3
UTTAR PRADESH,7(f),Road,in_process,8
UTTAR PRADESH,7(f),Road,tor_granted,15
UTTAR PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,1
UTTAR PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),in_process,2
UTTAR PRADESH,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,3
UTTAR PRADESH,8(a),Building / Construction,dead,36
UTTAR PRADESH,8(a),Building / Construction,delisted,56
UTTAR PRADESH,8(a),Building / Construction,granted,344
UTTAR PRADESH,8(a),Building / Construction,in_process,120
UTTAR PRADESH,8(a),Building / Construction,tor_granted,3
UTTAR PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,17
UTTAR PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,14
UTTAR PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,116
UTTAR PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,27
UTTAR PRADESH,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,124
UTTAR PRADESH,Bio-Medical,,granted,1
UTTAR PRADESH,Building,,granted,1
UTTAR PRADESH,Distilleries,,granted,1
UTTAR PRADESH,Mining,,granted,8
UTTAR PRADESH,Mining,,tor_granted,3
UTTAR PRADESH,Pulp,,tor_granted,1
UTTAR PRADESH,UNCLASSIFIED,,dead,2
UTTAR PRADESH,UNCLASSIFIED,,delisted,1
UTTAR PRADESH,UNCLASSIFIED,,granted,214
UTTAR PRADESH,UNCLASSIFIED,,in_process,49
UTTAR PRADESH,UNCLASSIFIED,,tor_granted,136
UTTARAKHAND,1,,granted,3
UTTARAKHAND,1,,tor_granted,2
UTTARAKHAND,1(a),Mining of minerals,dead,37
UTTARAKHAND,1(a),Mining of minerals,delisted,38
UTTARAKHAND,1(a),Mining of minerals,granted,322
UTTARAKHAND,1(a),Mining of minerals,in_process,8
UTTARAKHAND,1(a),Mining of minerals,tor_granted,92
UTTARAKHAND,1(c),River Valley/Irrigation projects,delisted,1
UTTARAKHAND,1(c),River Valley/Irrigation projects,granted,1
UTTARAKHAND,1(c),River Valley/Irrigation projects,in_process,1
UTTARAKHAND,1(c),River Valley/Irrigation projects,tor_granted,2
UTTARAKHAND,1(d),Thermal Power Plants,in_process,2
UTTARAKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),granted,12
UTTARAKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,2
UTTARAKHAND,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,5
UTTARAKHAND,3(b),Cement plants,granted,1
UTTARAKHAND,3(b),Cement plants,tor_granted,1
UTTARAKHAND,39,,granted,1
UTTARAKHAND,4(b),Coke oven plants,granted,2
UTTARAKHAND,5(f),Synthetic organic chemicals industry,dead,2
UTTARAKHAND,5(f),Synthetic organic chemicals industry,delisted,1
UTTARAKHAND,5(f),Synthetic organic chemicals industry,granted,54
UTTARAKHAND,5(f),Synthetic organic chemicals industry,in_process,2
UTTARAKHAND,5(f),Synthetic organic chemicals industry,tor_granted,4
UTTARAKHAND,5(g),Distilleries,dead,1
UTTARAKHAND,5(g),Distilleries,delisted,1
UTTARAKHAND,5(g),Distilleries,granted,5
UTTARAKHAND,5(g),Distilleries,tor_granted,5
UTTARAKHAND,5(ga),Grain based distilleries,dead,1
UTTARAKHAND,5(ga),Grain based distilleries,granted,1
UTTARAKHAND,5(i),Pulp & Paper Industry,delisted,1
UTTARAKHAND,5(i),Pulp & Paper Industry,tor_granted,1
UTTARAKHAND,5(j),Sugar Industry,granted,1
UTTARAKHAND,5(j),Sugar Industry,tor_granted,1
UTTARAKHAND,6,,granted,1
UTTARAKHAND,7(a),Airports,in_process,1
UTTARAKHAND,7(a),Airports,tor_granted,1
UTTARAKHAND,7(c,,dead,1
UTTARAKHAND,7(c,,delisted,3
UTTARAKHAND,7(c,,granted,18
UTTARAKHAND,7(d,,dead,1
UTTARAKHAND,7(d,,delisted,1
UTTARAKHAND,7(d,,tor_granted,1
UTTARAKHAND,7(da),Bio-Medical Waste Treatment Facilities,granted,2
UTTARAKHAND,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,3
UTTARAKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),dead,2
UTTARAKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),delisted,3
UTTARAKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),granted,2
UTTARAKHAND,7(i),Common Municipal Solid Waste Management Facility (CMSWMF),tor_granted,10
UTTARAKHAND,8(a),Building / Construction,dead,9
UTTARAKHAND,8(a),Building / Construction,delisted,4
UTTARAKHAND,8(a),Building / Construction,granted,110
UTTARAKHAND,8(a),Building / Construction,in_process,7
UTTARAKHAND,8(a),Building / Construction,tor_granted,6
UTTARAKHAND,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,1
UTTARAKHAND,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,1
UTTARAKHAND,UNCLASSIFIED,,granted,23
UTTARAKHAND,UNCLASSIFIED,,in_process,9
UTTARAKHAND,UNCLASSIFIED,,tor_granted,20
WEST BENGAL,1(a),Mining of minerals,dead,80
WEST BENGAL,1(a),Mining of minerals,delisted,137
WEST BENGAL,1(a),Mining of minerals,granted,368
WEST BENGAL,1(a),Mining of minerals,in_process,130
WEST BENGAL,1(a),Mining of minerals,tor_granted,326
WEST BENGAL,1(b),"Off-shore and onshore oil and gas exploration,  development ",dead,4
WEST BENGAL,1(b),"Off-shore and onshore oil and gas exploration,  development ",delisted,1
WEST BENGAL,1(b),"Off-shore and onshore oil and gas exploration,  development ",granted,7
WEST BENGAL,1(b),"Off-shore and onshore oil and gas exploration,  development ",tor_granted,1
WEST BENGAL,1(c),River Valley/Irrigation projects,tor_granted,1
WEST BENGAL,1(d),Thermal Power Plants,delisted,2
WEST BENGAL,1(d),Thermal Power Plants,granted,4
WEST BENGAL,1(d),Thermal Power Plants,in_process,2
WEST BENGAL,1(d),Thermal Power Plants,tor_granted,3
WEST BENGAL,10,,granted,1
WEST BENGAL,2(a),Coal washeries,tor_granted,1
WEST BENGAL,3(a),Metallurgical Industries (ferrous and non ferrous),dead,49
WEST BENGAL,3(a),Metallurgical Industries (ferrous and non ferrous),delisted,38
WEST BENGAL,3(a),Metallurgical Industries (ferrous and non ferrous),granted,77
WEST BENGAL,3(a),Metallurgical Industries (ferrous and non ferrous),in_process,26
WEST BENGAL,3(a),Metallurgical Industries (ferrous and non ferrous),tor_granted,66
WEST BENGAL,3(b),Cement plants,delisted,1
WEST BENGAL,3(b),Cement plants,granted,5
WEST BENGAL,3(b),Cement plants,tor_granted,1
WEST BENGAL,4(a),Petroleum refining industry,dead,3
WEST BENGAL,4(a),Petroleum refining industry,delisted,1
WEST BENGAL,4(a),Petroleum refining industry,in_process,1
WEST BENGAL,4(b),Coke oven plants,dead,1
WEST BENGAL,4(b),Coke oven plants,delisted,1
WEST BENGAL,4(b),Coke oven plants,granted,3
WEST BENGAL,4(b),Coke oven plants,tor_granted,2
WEST BENGAL,40,,dead,1
WEST BENGAL,5(a),Chemical fertilizers,dead,1
WEST BENGAL,5(a),Chemical fertilizers,granted,1
WEST BENGAL,5(a),Chemical fertilizers,in_process,1
WEST BENGAL,5(a),Chemical fertilizers,tor_granted,1
WEST BENGAL,5(b),Pesticides industry and pesticide specific intermediates (ex,granted,2
WEST BENGAL,5(b),Pesticides industry and pesticide specific intermediates (ex,tor_granted,1
WEST BENGAL,5(c),Petro-chemical complexes (industries based on processing of ,dead,1
WEST BENGAL,5(c),Petro-chemical complexes (industries based on processing of ,delisted,1
WEST BENGAL,5(c),Petro-chemical complexes (industries based on processing of ,granted,4
WEST BENGAL,5(c),Petro-chemical complexes (industries based on processing of ,in_process,2
WEST BENGAL,5(e,,dead,1
WEST BENGAL,5(e,,delisted,1
WEST BENGAL,5(e,,granted,3
WEST BENGAL,5(e,,tor_granted,1
WEST BENGAL,5(f),Synthetic organic chemicals industry,dead,4
WEST BENGAL,5(f),Synthetic organic chemicals industry,granted,12
WEST BENGAL,5(f),Synthetic organic chemicals industry,in_process,4
WEST BENGAL,5(f),Synthetic organic chemicals industry,tor_granted,20
WEST BENGAL,5(g),Distilleries,dead,4
WEST BENGAL,5(g),Distilleries,delisted,3
WEST BENGAL,5(g),Distilleries,granted,7
WEST BENGAL,5(g),Distilleries,tor_granted,4
WEST BENGAL,5(ga),Grain based distilleries,granted,1
WEST BENGAL,5(h),Integrated paint industry,granted,1
WEST BENGAL,5(h),Integrated paint industry,tor_granted,1
WEST BENGAL,5(i),Pulp & Paper Industry,dead,1
WEST BENGAL,5(i),Pulp & Paper Industry,delisted,2
WEST BENGAL,5(i),Pulp & Paper Industry,granted,4
WEST BENGAL,7(a),Airports,granted,1
WEST BENGAL,7(a),Airports,tor_granted,1
WEST BENGAL,7(c,,dead,1
WEST BENGAL,7(c,,granted,1
WEST BENGAL,7(da),Bio-Medical Waste Treatment Facilities,granted,7
WEST BENGAL,7(da),Bio-Medical Waste Treatment Facilities,in_process,1
WEST BENGAL,7(da),Bio-Medical Waste Treatment Facilities,tor_granted,1
WEST BENGAL,7(e),"Ports, harbors, breakwaters, dredging",dead,2
WEST BENGAL,7(e),"Ports, harbors, breakwaters, dredging",granted,1
WEST BENGAL,7(e),"Ports, harbors, breakwaters, dredging",in_process,2
WEST BENGAL,7(e),"Ports, harbors, breakwaters, dredging",tor_granted,4
WEST BENGAL,7(f),Road,dead,2
WEST BENGAL,7(f),Road,granted,1
WEST BENGAL,7(f),Road,in_process,1
WEST BENGAL,7(f),Road,tor_granted,3
WEST BENGAL,7(h),Common Effluent Treatment Plants (CETPs),tor_granted,1
WEST BENGAL,8(a),Building / Construction,dead,15
WEST BENGAL,8(a),Building / Construction,delisted,13
WEST BENGAL,8(a),Building / Construction,granted,107
WEST BENGAL,8(a),Building / Construction,in_process,17
WEST BENGAL,8(a),Building / Construction,tor_granted,11
WEST BENGAL,8(b),Townships/ Area Development Projects / Rehabilitation Centre,dead,2
WEST BENGAL,8(b),Townships/ Area Development Projects / Rehabilitation Centre,delisted,5
WEST BENGAL,8(b),Townships/ Area Development Projects / Rehabilitation Centre,granted,22
WEST BENGAL,8(b),Townships/ Area Development Projects / Rehabilitation Centre,in_process,6
WEST BENGAL,8(b),Townships/ Area Development Projects / Rehabilitation Centre,tor_granted,22
WEST BENGAL,Building,,granted,1
WEST BENGAL,Metallurgical,,granted,1
WEST BENGAL,Mining,,granted,1
WEST BENGAL,UNCLASSIFIED,,dead,2
WEST BENGAL,UNCLASSIFIED,,granted,61
WEST BENGAL,UNCLASSIFIED,,in_process,52
WEST BENGAL,UNCLASSIFIED,,tor_granted,20
